date,pm 2.5,stasiun
12/8/23,41,Kabupaten Sanggau Kapuas
12/9/23,36,Kabupaten Sanggau Kapuas
12/10/23,16,Kabupaten Sanggau Kapuas
12/11/23,22,Kabupaten Sanggau Kapuas
12/12/23,154,Kabupaten Sanggau Kapuas
12/13/23,153,Kabupaten Sanggau Kapuas
12/14/23,180,Kabupaten Sanggau Kapuas
12/15/23,163,Kabupaten Sanggau Kapuas
12/16/23,102,Kabupaten Sanggau Kapuas
12/17/23,153,Kabupaten Sanggau Kapuas
12/18/23,167,Kabupaten Sanggau Kapuas
12/19/23,157,Kabupaten Sanggau Kapuas
12/20/23,129,Kabupaten Sanggau Kapuas
12/21/23,115,Kabupaten Sanggau Kapuas
12/22/23,71,Kabupaten Sanggau Kapuas
12/23/23,66,Kabupaten Sanggau Kapuas
12/24/23,68,Kabupaten Sanggau Kapuas
12/25/23,64,Kabupaten Sanggau Kapuas
12/26/23,49,Kabupaten Sanggau Kapuas
12/27/23,78,Kabupaten Sanggau Kapuas
12/28/23,71,Kabupaten Sanggau Kapuas
12/29/23,58,Kabupaten Sanggau Kapuas
12/30/23,55,Kabupaten Sanggau Kapuas
12/31/23,66,Kabupaten Sanggau Kapuas
1/1/24,66,Kabupaten Sanggau Kapuas
1/2/24,69,Kabupaten Sanggau Kapuas
1/3/24,189,Kabupaten Sanggau Kapuas
1/4/24,159,Kabupaten Sanggau Kapuas
1/5/24,136,Kabupaten Sanggau Kapuas
1/7/24,119,Kabupaten Sanggau Kapuas
1/8/24,184,Kabupaten Sanggau Kapuas
1/9/24,202,Kabupaten Sanggau Kapuas
1/10/24,160,Kabupaten Sanggau Kapuas
1/11/24,173,Kabupaten Sanggau Kapuas
1/12/24,171,Kabupaten Sanggau Kapuas
1/13/24,172,Kabupaten Sanggau Kapuas
1/14/24,154,Kabupaten Sanggau Kapuas
1/29/24,78,Kabupaten Sanggau Kapuas
1/30/24,59,Kabupaten Sanggau Kapuas
1/31/24,59,Kabupaten Sanggau Kapuas
2/1/24,87,Kabupaten Sanggau Kapuas
2/2/24,62,Kabupaten Sanggau Kapuas
2/3/24,54,Kabupaten Sanggau Kapuas
2/4/24,42,Kabupaten Sanggau Kapuas
2/5/24,56,Kabupaten Sanggau Kapuas
2/6/24,80,Kabupaten Sanggau Kapuas
2/7/24,82,Kabupaten Sanggau Kapuas
2/8/24,88,Kabupaten Sanggau Kapuas
2/9/24,157,Kabupaten Sanggau Kapuas
2/10/24,108,Kabupaten Sanggau Kapuas
2/11/24,108,Kabupaten Sanggau Kapuas
2/12/24,105,Kabupaten Sanggau Kapuas
2/13/24,90,Kabupaten Sanggau Kapuas
2/14/24,57,Kabupaten Sanggau Kapuas
2/15/24,53,Kabupaten Sanggau Kapuas
9/27/23,181,Samarinda
9/28/23,167,Samarinda
9/29/23,156,Samarinda
9/30/23,120,Samarinda
10/1/23,61,Samarinda
10/2/23,83,Samarinda
10/3/23,137,Samarinda
10/4/23,128,Samarinda
10/5/23,203,Samarinda
10/6/23,182,Samarinda
10/7/23,126,Samarinda
10/8/23,55,Samarinda
10/9/23,42,Samarinda
10/10/23,52,Samarinda
10/11/23,84,Samarinda
10/12/23,56,Samarinda
10/13/23,46,Samarinda
10/14/23,41,Samarinda
10/15/23,36,Samarinda
10/16/23,16,Samarinda
10/17/23,22,Samarinda
10/18/23,21,Samarinda
10/19/23,null,Samarinda
10/20/23,56,Samarinda
10/21/23,33,Samarinda
10/22/23,28,Samarinda
10/23/23,43,Samarinda
10/24/23,54,Samarinda
10/25/23,59,Samarinda
10/26/23,50,Samarinda
10/27/23,33,Samarinda
10/28/23,55,Samarinda
10/29/23,19,Samarinda
10/30/23,14,Samarinda
10/31/23,13,Samarinda
11/1/23,18,Samarinda
11/2/23,24,Samarinda
11/3/23,30,Samarinda
11/4/23,19,Samarinda
11/5/23,25,Samarinda
11/6/23,40,Samarinda
11/7/23,22,Samarinda
11/8/23,23,Samarinda
11/9/23,22,Samarinda
11/10/23,34,Samarinda
11/11/23,52,Samarinda
11/12/23,52,Samarinda
11/13/23,60,Samarinda
11/14/23,61,Samarinda
11/15/23,58,Samarinda
11/16/23,61,Samarinda
11/17/23,53,Samarinda
11/18/23,55,Samarinda
11/19/23,55,Samarinda
11/20/23,59,Samarinda
11/21/23,63,Samarinda
11/22/23,90,Samarinda
11/23/23,58,Samarinda
11/24/23,26,Samarinda
11/25/23,13,Samarinda
11/26/23,18,Samarinda
11/27/23,24,Samarinda
11/28/23,30,Samarinda
11/29/23,19,Samarinda
11/30/23,25,Samarinda
12/1/23,40,Samarinda
12/2/23,22,Samarinda
12/3/23,23,Samarinda
12/8/23,22,Samarinda
12/9/23,34,Samarinda
12/10/23,52,Samarinda
12/11/23,52,Samarinda
12/12/23,167,Samarinda
12/13/23,156,Samarinda
12/14/23,120,Samarinda
12/15/23,61,Samarinda
12/16/23,83,Samarinda
12/17/23,137,Samarinda
12/18/23,128,Samarinda
12/19/23,203,Samarinda
12/20/23,182,Samarinda
12/21/23,126,Samarinda
12/22/23,55,Samarinda
12/23/23,42,Samarinda
12/24/23,52,Samarinda
12/25/23,84,Samarinda
12/26/23,56,Samarinda
12/27/23,46,Samarinda
12/28/23,41,Samarinda
12/29/23,36,Samarinda
12/30/23,16,Samarinda
12/31/23,22,Samarinda
1/1/24,21,Samarinda
1/2/24,null,Samarinda
1/3/24,71,Samarinda
1/4/24,33,Samarinda
1/5/24,38,Samarinda
1/7/24,60,Samarinda
1/8/24,64,Samarinda
1/9/24,78,Samarinda
1/10/24,63,Samarinda
1/11/24,39,Samarinda
1/12/24,66,Samarinda
1/13/24,78,Samarinda
1/14/24,52,Samarinda
1/29/24,38,Samarinda
1/30/24,49,Samarinda
1/31/24,44,Samarinda
2/1/24,32,Samarinda
2/2/24,25,Samarinda
2/3/24,20,Samarinda
2/4/24,null,Samarinda
2/5/24,32,Samarinda
2/6/24,38,Samarinda
2/7/24,39,Samarinda
2/8/24,33,Samarinda
2/9/24,24,Samarinda
2/10/24,31,Samarinda
2/11/24,54,Samarinda
2/12/24,61,Samarinda
2/13/24,43,Samarinda
2/14/24,29,Samarinda
2/15/24,52,Samarinda
9/27/23,241,Pontianak Tenggara Sungai Bangkong
9/28/23,301,Pontianak Tenggara Sungai Bangkong
9/29/23,179,Pontianak Tenggara Sungai Bangkong
9/30/23,189,Pontianak Tenggara Sungai Bangkong
10/1/23,159,Pontianak Tenggara Sungai Bangkong
10/2/23,136,Pontianak Tenggara Sungai Bangkong
10/3/23,119,Pontianak Tenggara Sungai Bangkong
10/4/23,184,Pontianak Tenggara Sungai Bangkong
10/5/23,202,Pontianak Tenggara Sungai Bangkong
10/6/23,160,Pontianak Tenggara Sungai Bangkong
10/7/23,173,Pontianak Tenggara Sungai Bangkong
10/8/23,171,Pontianak Tenggara Sungai Bangkong
10/9/23,172,Pontianak Tenggara Sungai Bangkong
10/10/23,154,Pontianak Tenggara Sungai Bangkong
10/11/23,78,Pontianak Tenggara Sungai Bangkong
10/12/23,59,Pontianak Tenggara Sungai Bangkong
10/13/23,59,Pontianak Tenggara Sungai Bangkong
10/14/23,87,Pontianak Tenggara Sungai Bangkong
10/15/23,62,Pontianak Tenggara Sungai Bangkong
10/16/23,54,Pontianak Tenggara Sungai Bangkong
10/17/23,42,Pontianak Tenggara Sungai Bangkong
10/18/23,56,Pontianak Tenggara Sungai Bangkong
10/19/23,80,Pontianak Tenggara Sungai Bangkong
10/20/23,82,Pontianak Tenggara Sungai Bangkong
10/21/23,20,Pontianak Tenggara Sungai Bangkong
10/22/23,19,Pontianak Tenggara Sungai Bangkong
10/23/23,47,Pontianak Tenggara Sungai Bangkong
10/24/23,52,Pontianak Tenggara Sungai Bangkong
10/25/23,52,Pontianak Tenggara Sungai Bangkong
10/26/23,46,Pontianak Tenggara Sungai Bangkong
10/27/23,52,Pontianak Tenggara Sungai Bangkong
10/28/23,46,Pontianak Tenggara Sungai Bangkong
10/29/23,115,Pontianak Tenggara Sungai Bangkong
10/30/23,121,Pontianak Tenggara Sungai Bangkong
10/31/23,182,Pontianak Tenggara Sungai Bangkong
11/1/23,172,Pontianak Tenggara Sungai Bangkong
11/2/23,161,Pontianak Tenggara Sungai Bangkong
11/3/23,152,Pontianak Tenggara Sungai Bangkong
11/4/23,143,Pontianak Tenggara Sungai Bangkong
11/5/23,108,Pontianak Tenggara Sungai Bangkong
11/6/23,138,Pontianak Tenggara Sungai Bangkong
11/7/23,91,Pontianak Tenggara Sungai Bangkong
11/8/23,91,Pontianak Tenggara Sungai Bangkong
11/9/23,91,Pontianak Tenggara Sungai Bangkong
11/10/23,91,Pontianak Tenggara Sungai Bangkong
11/11/23,93,Pontianak Tenggara Sungai Bangkong
11/12/23,130,Pontianak Tenggara Sungai Bangkong
11/13/23,121,Pontianak Tenggara Sungai Bangkong
11/14/23,121,Pontianak Tenggara Sungai Bangkong
11/15/23,112,Pontianak Tenggara Sungai Bangkong
11/16/23,137,Pontianak Tenggara Sungai Bangkong
11/17/23,172,Pontianak Tenggara Sungai Bangkong
11/18/23,158,Pontianak Tenggara Sungai Bangkong
11/19/23,null,Pontianak Tenggara Sungai Bangkong
11/20/23,91,Pontianak Tenggara Sungai Bangkong
11/21/23,91,Pontianak Tenggara Sungai Bangkong
11/22/23,17,Pontianak Tenggara Sungai Bangkong
11/23/23,14,Pontianak Tenggara Sungai Bangkong
11/24/23,11,Pontianak Tenggara Sungai Bangkong
11/25/23,182,Pontianak Tenggara Sungai Bangkong
11/26/23,172,Pontianak Tenggara Sungai Bangkong
11/27/23,161,Pontianak Tenggara Sungai Bangkong
11/28/23,152,Pontianak Tenggara Sungai Bangkong
11/29/23,143,Pontianak Tenggara Sungai Bangkong
11/30/23,108,Pontianak Tenggara Sungai Bangkong
12/1/23,138,Pontianak Tenggara Sungai Bangkong
12/2/23,91,Pontianak Tenggara Sungai Bangkong
12/3/23,91,Pontianak Tenggara Sungai Bangkong
12/8/23,91,Pontianak Tenggara Sungai Bangkong
12/9/23,91,Pontianak Tenggara Sungai Bangkong
12/10/23,93,Pontianak Tenggara Sungai Bangkong
12/11/23,130,Pontianak Tenggara Sungai Bangkong
12/12/23,301,Pontianak Tenggara Sungai Bangkong
12/13/23,179,Pontianak Tenggara Sungai Bangkong
12/14/23,189,Pontianak Tenggara Sungai Bangkong
12/15/23,159,Pontianak Tenggara Sungai Bangkong
12/16/23,136,Pontianak Tenggara Sungai Bangkong
12/17/23,119,Pontianak Tenggara Sungai Bangkong
12/18/23,184,Pontianak Tenggara Sungai Bangkong
12/19/23,202,Pontianak Tenggara Sungai Bangkong
12/20/23,160,Pontianak Tenggara Sungai Bangkong
12/21/23,173,Pontianak Tenggara Sungai Bangkong
12/22/23,171,Pontianak Tenggara Sungai Bangkong
12/23/23,172,Pontianak Tenggara Sungai Bangkong
12/24/23,154,Pontianak Tenggara Sungai Bangkong
12/25/23,78,Pontianak Tenggara Sungai Bangkong
12/26/23,59,Pontianak Tenggara Sungai Bangkong
12/27/23,59,Pontianak Tenggara Sungai Bangkong
12/28/23,87,Pontianak Tenggara Sungai Bangkong
12/29/23,62,Pontianak Tenggara Sungai Bangkong
12/30/23,54,Pontianak Tenggara Sungai Bangkong
12/31/23,42,Pontianak Tenggara Sungai Bangkong
1/1/24,56,Pontianak Tenggara Sungai Bangkong
1/2/24,80,Pontianak Tenggara Sungai Bangkong
1/3/24,65,Pontianak Tenggara Sungai Bangkong
1/4/24,62,Pontianak Tenggara Sungai Bangkong
1/5/24,53,Pontianak Tenggara Sungai Bangkong
1/7/24,65,Pontianak Tenggara Sungai Bangkong
1/8/24,45,Pontianak Tenggara Sungai Bangkong
1/9/24,59,Pontianak Tenggara Sungai Bangkong
1/10/24,38,Pontianak Tenggara Sungai Bangkong
1/11/24,54,Pontianak Tenggara Sungai Bangkong
1/12/24,57,Pontianak Tenggara Sungai Bangkong
1/13/24,60,Pontianak Tenggara Sungai Bangkong
1/14/24,53,Pontianak Tenggara Sungai Bangkong
1/29/24,65,Pontianak Tenggara Sungai Bangkong
1/30/24,53,Pontianak Tenggara Sungai Bangkong
1/31/24,65,Pontianak Tenggara Sungai Bangkong
2/1/24,71,Pontianak Tenggara Sungai Bangkong
2/2/24,71,Pontianak Tenggara Sungai Bangkong
2/3/24,76,Pontianak Tenggara Sungai Bangkong
2/4/24,66,Pontianak Tenggara Sungai Bangkong
2/5/24,79,Pontianak Tenggara Sungai Bangkong
2/6/24,72,Pontianak Tenggara Sungai Bangkong
2/7/24,69,Pontianak Tenggara Sungai Bangkong
2/8/24,67,Pontianak Tenggara Sungai Bangkong
2/9/24,61,Pontianak Tenggara Sungai Bangkong
2/10/24,51,Pontianak Tenggara Sungai Bangkong
2/11/24,58,Pontianak Tenggara Sungai Bangkong
2/12/24,58,Pontianak Tenggara Sungai Bangkong
2/13/24,55,Pontianak Tenggara Sungai Bangkong
2/14/24,71,Pontianak Tenggara Sungai Bangkong
2/15/24,63,Pontianak Tenggara Sungai Bangkong
